name,vtable,scope,status,linked_receiver_opcodes,linked_request_opcodes,validation_plan_id,offline_next,runtime_scenario,negative_control,pass_criterion
Nuo::Kindred::ActionModifyCooldown,0127ca18,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0428,,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionModifyGameModeVar,0127ca2c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x041f,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionModifyItemStack,0127ca40,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0444,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionModifyVisibility,0127ca54,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x042b,,V07,"manifest/kind와 팀 조회, visibility bit/mask, 어그로 대상, 소유 변경과 팀 보상 소비 경로를 연결한다.",수풀/시야 경계 진입·이탈과 어그로 변경을 관측한다. 목표물은 터렛·크리스탈·대형 몬스터를 종류별로 하나씩 양 팀 관점에서 비교한다.,"피해만 주고 미처치, 다른 팀 처치, 시야 밖, 포획 없는 소멸을 대조한다.",종류·팀·수신 범위와 처치/포획/소유권/재등장이 일치하고 원시 source를 최종 보상 귀속으로 단정하지 않는다.
Nuo::Kindred::ActionMoveTo,0127ca68,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03f8,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionMoveToAndFace,0127ca7c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03fa,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionMoveToCorrection,0127ca90,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x042e,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionMoveToServerAuthoritative,0127caa4,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03f9,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionOverrideAbility,0127cab8,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x041a,,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionPauseTutorial,0127cacc,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0475,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionPauseCooldown,0127cae0,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0427,,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionPing,0127caf4,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x044e,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Kindred::ActionPlayAbility,0127cb08,Nuo::Kindred::Action 클래스,수신 후보에 연결,"0x0415,0x0416,0x0417",,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionPlayVoiceOver,0127cb1c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0418,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Kindred::ActionQuickBuyItem,0127cb30,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0437,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionReorderItem,0127cb44,Nuo::Kindred::Action 클래스,요청 직렬화에 연결,,0x0438,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionRequestActivateAbility,0127cb58,Nuo::Kindred::Action 클래스,요청 직렬화에 연결,,"0x0411,0x0412,0x0413",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionBuyItem,0127cb6c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0439,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionSellItem,0127cb80,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x044d,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionSetBuildPath,0127cba4,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0487,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionSetRecommendedBuildPath,0127cbb8,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0488,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::ActionSetSimulationSpeed,0127cbcc,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0476,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionSetPlayerAsSpectator,0127cbe0,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0477,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionShowFlyoutText,0127cbf4,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0440,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Kindred::ActionStartMatch,0127cc08,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03ef,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionShowMatchPrepSequence,0127cc1c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03f0,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionStartRespawnTimer,0127cc30,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0433,,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다."
Nuo::Kindred::ActionStopActor,0127cc44,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x03fb,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionSyncAbilityBehavior,0127cc58,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0489,,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.
Nuo::Kindred::ActionTeamSurrenderStateChanged,0127cc6c,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0473,,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.
Nuo::Kindred::ActionTeleportTo,0127cc80,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0409,,V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.
Nuo::Kindred::ActionTimeoutBuff,0127cc94,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0446,,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.
Nuo::Kindred::ActionUnequipTalent,0127cca8,Nuo::Kindred::Action 클래스,수신 후보에 연결,0x0482,,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.
Nuo::Kindred::KindredPacketRecorder,0127ccec,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V00,"모든 직접 호출과 serializer 역참조, RTTI/apply, 문자열·호출자를 조사한다. 관측 길이별로 비교하고 수신기 기본 경로인 경우 다른 방향/빌드를 먼저 확인한다.",소비 경로로 행동 후보를 좁힌 다음 후보 행동을 하나씩 독립 기록하고 가능하면 실제 송수신 경로와 함께 대조한다.,"무행동, 비슷한 다른 행동, 다른 모드/상태/빌드를 대조한다.",특정 행동과 필드 해석을 지지하는 사례와 반증 대조를 함께 확보하기 전에는 unknown을 유지한다. 미관측을 미사용/예약 코드로 단정하지 않는다.
Nuo::Kindred::BtN_Action_DeclareVariable,0128828c,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V00,"모든 직접 호출과 serializer 역참조, RTTI/apply, 문자열·호출자를 조사한다. 관측 길이별로 비교하고 수신기 기본 경로인 경우 다른 방향/빌드를 먼저 확인한다.",소비 경로로 행동 후보를 좁힌 다음 후보 행동을 하나씩 독립 기록하고 가능하면 실제 송수신 경로와 함께 대조한다.,"무행동, 비슷한 다른 행동, 다른 모드/상태/빌드를 대조한다.",특정 행동과 필드 해석을 지지하는 사례와 반증 대조를 함께 확보하기 전에는 unknown을 유지한다. 미관측을 미사용/예약 코드로 단정하지 않는다.
Nuo::Kindred::BtN_Action_ModifyFlag,012882c8,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V00,"모든 직접 호출과 serializer 역참조, RTTI/apply, 문자열·호출자를 조사한다. 관측 길이별로 비교하고 수신기 기본 경로인 경우 다른 방향/빌드를 먼저 확인한다.",소비 경로로 행동 후보를 좁힌 다음 후보 행동을 하나씩 독립 기록하고 가능하면 실제 송수신 경로와 함께 대조한다.,"무행동, 비슷한 다른 행동, 다른 모드/상태/빌드를 대조한다.",특정 행동과 필드 해석을 지지하는 사례와 반증 대조를 함께 확보하기 전에는 unknown을 유지한다. 미관측을 미사용/예약 코드로 단정하지 않는다.
Nuo::Composite::Action_SetVisible,0129a420,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_SetHittable,0129a43c,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_Interval,0129a458,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_Spawn,0129a474,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_Sequence,0129a490,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_MoveBy,0129a4ac,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_MoveByTrajectory,0129a4c8,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_MoveTo,0129a4e4,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_AlphaTo,0129a500,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
