opcode,candidate,evidence_status,receiver_handled,receiver_target_va,family,record_count,recording_count,payload_length_histogram,static_copy_bytes,request_payload_bytes,formatter_payload_bytes,field_evidence,unresolved,validation_plan_id,offline_next,runtime_scenario,negative_control,pass_criterion,source_evidence
0x0425,ActionModifyBasicAttackTarget,클래스명 연결,True,004d3ac2,능력·공격·체력·투사체,4713,54,"{""6"": 4713}",4,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionModifyBasicAttackTarget: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0425)
0x0427,ActionPauseCooldown,클래스명 연결,True,004d3b0f,능력·공격·체력·투사체,0,0,{},9,,9,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionPauseCooldown: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0427)
0x0428,ActionModifyCooldown,클래스명 연결,True,004d3b77,능력·공격·체력·투사체,135732,54,"{""14"": 135732}",13,,13,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionModifyCooldown: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0428)
0x0429,ActionModifyAbilityCharges,클래스명 연결,True,004d3bf7,능력·공격·체력·투사체,1314,13,"{""14"": 1314}",13,,13,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionModifyAbilityCharges: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0429)
0x042b,ActionModifyVisibility,클래스명 연결,True,004d3c65,시야·팀·목표물·어그로,4967338,56,"{""14"": 4967338}",8,,8,ActionModifyVisibility; BE32 참조와 index/state/mask 바이트,클래스 이름이 있어도 각 bit·수신자·팀/안개 상태의 의미는 별도 검증,V07,"manifest/kind와 팀 조회, visibility bit/mask, 어그로 대상, 소유 변경과 팀 보상 소비 경로를 연결한다.",대상 ActionModifyVisibility: 수풀/시야 경계 진입·이탈과 어그로 변경을 관측한다. 목표물은 터렛·크리스탈·대형 몬스터를 종류별로 하나씩 양 팀 관점에서 비교한다.,"피해만 주고 미처치, 다른 팀 처치, 시야 밖, 포획 없는 소멸을 대조한다.",종류·팀·수신 범위와 처치/포획/소유권/재등장이 일치하고 원시 source를 최종 보상 귀속으로 단정하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x042b)
0x042c,ActionModifySpawnCampVisibility_Client,클래스명 연결,True,004d3cbb,시야·팀·목표물·어그로,85867,56,"{""6"": 85867}",6,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,개체 종류·소유 팀·시야 수신자·원시 source·처치 인정자·보상 수신자는 별개임,V07,"manifest/kind와 팀 조회, visibility bit/mask, 어그로 대상, 소유 변경과 팀 보상 소비 경로를 연결한다.",대상 ActionModifySpawnCampVisibility_Client: 수풀/시야 경계 진입·이탈과 어그로 변경을 관측한다. 목표물은 터렛·크리스탈·대형 몬스터를 종류별로 하나씩 양 팀 관점에서 비교한다.,"피해만 주고 미처치, 다른 팀 처치, 시야 밖, 포획 없는 소멸을 대조한다.",종류·팀·수신 범위와 처치/포획/소유권/재등장이 일치하고 원시 source를 최종 보상 귀속으로 단정하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x042c)
0x042e,ActionMoveToCorrection,클래스명 연결,True,004d0f00,이동·방향·위치,0,0,{},12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionMoveToCorrection: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x042e)
0x042f,ActionActorUndead,클래스명 연결,True,004d2448,개체 생명주기,18,2,"{""6"": 18}",4,,4,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,생성·스냅샷 재전송·사망·모델 소멸·부활·ID 재사용을 구별해야 함,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionActorUndead: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x042f)
0x0430,ActionActorDie,클래스명 연결,True,004d2495,개체 생명주기,100641,56,"{""14"": 100641}",8,,8,앞 8바이트: 사망 개체와 원시 source BE32 두 개; 관측 잔여6B 미해석,원시 source≠확정 킬 귀속. 액션 개수≠최종 데스; 종료 전 예외와 비영웅을 구별,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionActorDie: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0430)
0x0431,ActionActorDead,클래스명 연결,True,004d24e0,개체 생명주기,97794,56,"{""6"": 97794}",4,,4,"ActionActorDead; 참조 BE32, 기존 apply는 조건부 상태3→4",이름만으로 사망 순간으로 재해석하지 않음. 0430·타이머·모델 소멸·부활과 각각 대조,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionActorDead: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0431)
0x0432,ActionActorRespawn,클래스명 연결,True,004d252d,개체 생명주기,2084,55,"{""22"": 2084}",16,,16,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,생성·스냅샷 재전송·사망·모델 소멸·부활·ID 재사용을 구별해야 함,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionActorRespawn: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0432)
0x0433,ActionStartRespawnTimer,클래스명 연결,True,004d25fc,개체 생명주기,0,0,{},8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,생성·스냅샷 재전송·사망·모델 소멸·부활·ID 재사용을 구별해야 함,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionStartRespawnTimer: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0433)
0x0434,ActionLevelUp,클래스명 연결,True,004d31ec,능력치·자원·경제·레벨,7822,55,"{""14"": 7822}",8,,8,ActionLevelUp 클래스 연결,영웅 레벨과 능력 강화 포인트·경험치·연출의 실제 필드를 소비자에서 확인,V05,index별 setter→getter→명명된 export/UI 소비 경로와 초기 snapshot·reset·clamp를 추적한다. 상관만으로 자원 이름을 정하지 않는다.,대상 ActionLevelUp: 대기→구매→판매→단독 막타→근처 공유 처치→정글 처치를 분리한다. 레벨업 후 포인트를 보유했다가 능력 하나만 강화한다.,"SET 재전송, 무행동 자연 수입, 막타 없는 근접, 거절 구매, 사망 reset을 대조한다.",연산과 snapshot으로 복원한 수치가 각 관측 시점과 일치하고 잔액·총수입·레벨·포인트를 구별한다. 최종 KDA는 결과 화면으로 별도 확인한다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0434)
0x0435,ActionMakeAnnouncement,클래스명 연결,True,004d3237,화면·음향·알림·소셜,0,0,{},24,,24,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"로컬 연출과 서버 사건, 개인/팀/전체 수신 범위, 표시 ID와 전투 영향은 별도임",V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",대상 ActionMakeAnnouncement: 비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0435)
0x0436,ActionRequestUpgradeAbility_Client,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,0,0,{},,1,1,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 1B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: 추가 변형 조건 미기재,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestUpgradeAbility_Client: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0436)
0x0437,ActionQuickBuyItem,클래스명 연결,True,004d32c3,아이템·인벤토리·재능·빌드,0,0,{},4,,4,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,구매 요청·허용/거절·지급·조합 소비·사용·판매·슬롯 이동·재능 장착의 필드를 구별해야 함,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",대상 ActionQuickBuyItem: 부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0437)
0x0438,ActionReorderItem,요청 직렬화 클래스 연결,False,,아이템·인벤토리·재능·빌드,727,54,"{""6"": 727}",,6,6,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 6B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: 추가 변형 조건 미기재,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",대상 ActionReorderItem: 부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0438)
0x0439,ActionBuyItem,클래스명 연결,True,004d3310,아이템·인벤토리·재능·빌드,0,0,{},8,,8,ActionBuyItem 클래스 연결,"구매 요청/처리·거절과 GrantItem/ConsumeItem의 조합 관계, 금액 차감은 별도 확인",V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",대상 ActionBuyItem: 부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0439)
0x043a,ActionGrantAbility,클래스명 연결,True,004d335b,능력·공격·체력·투사체,5840,55,"{""14"": 5840}",8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionGrantAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043a)
0x043b,ActionDowngradeAbility,클래스명 연결,True,004d33a6,능력·공격·체력·투사체,0,0,{},8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionDowngradeAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043b)
0x043c,ActionCancelAbility,클래스명 연결,True,004d33f1,능력·공격·체력·투사체,91152,54,"{""14"": 91152}",10,,10,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionCancelAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043c)
0x043d,ActionGrantItem,클래스명 연결,True,004d3471,아이템·인벤토리·재능·빌드,11663,56,"{""14"": 11663}",12,,12,ActionGrantItem 클래스 연결,아이템 지급 원인이 구매인지 보상인지 미확정. 조합·슬롯·수량을 검증,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",대상 ActionGrantItem: 부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043d)
0x043e,ActionApplyBuff,클래스명 연결,True,004d34d8,버프·스택·장판,4320170,56,"{""22"": 4320170}",16,,16,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionApplyBuff: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043e)
0x043f,ActionApplyBuff,클래스명 연결,True,004d357d,버프·스택·장판,3084299,56,"{""34"": 2198719, ""38"": 885580}",34,,34,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionApplyBuff: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x043f)
0x0440,ActionShowFlyoutText,클래스명 연결,True,004d367a,화면·음향·알림·소셜,7554,54,"{""14"": 7554}",10,,10,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"로컬 연출과 서버 사건, 개인/팀/전체 수신 범위, 표시 ID와 전투 영향은 별도임",V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",대상 ActionShowFlyoutText: 비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0440)
0x0441,ActionModifyBuffDuration,클래스명 연결,True,004d36e9,버프·스택·장판,15353,46,"{""14"": 15353}",12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionModifyBuffDuration: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0441)
0x0442,ActionModifyBuffMaxStacks,클래스명 연결,True,004d3776,버프·스택·장판,0,0,{},12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionModifyBuffMaxStacks: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0442)
0x0443,ActionModifyBuffStack,클래스명 연결,True,004d37dd,버프·스택·장판,122176,54,"{""14"": 122176}",12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionModifyBuffStack: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0443)
0x0444,ActionModifyItemStack,클래스명 연결,True,004d3846,아이템·인벤토리·재능·빌드,0,0,{},12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,구매 요청·허용/거절·지급·조합 소비·사용·판매·슬롯 이동·재능 장착의 필드를 구별해야 함,V06,"item/talent/slot/stack/recipe 참조와 생성자→apply, 금액 차감·지급·거절 사유 소비 경로를 추적한다.",대상 ActionModifyItemStack: 부품 구매→조합→판매→소모품 사용→슬롯 이동을 각각 분리한다. 재능과 추천 빌드는 지원 모드에서 장착/해제/변경한다.,돈 부족·슬롯 가득·상점 밖·쿨다운 중 사용·잘못된 재능 모드의 거절을 대조한다.,아이템/슬롯/수량과 실제 인벤토리·금액 변화가 일치하며 요청/지급/소비/거절을 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0444)
0x0445,ActionCancelBuff,클래스명 연결,True,004d39c5,버프·스택·장판,139309,56,"{""14"": 139309}",8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionCancelBuff: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0445)
0x0446,ActionTimeoutBuff,클래스명 연결,True,004d3a10,버프·스택·장판,8094,54,"{""14"": 8094}",8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionTimeoutBuff: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0446)
0x0447,ActionDecrementBuffStack,클래스명 연결,True,004d3a5b,버프·스택·장판,586,6,"{""14"": 586}",12,,12,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionDecrementBuffStack: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0447)
